"name","title","gender","age","culture","dateOfBirth","house","father","mother","heir","spouse","book1","book2","book3","book4","book5","isAliveMother","isAliveFather","isAliveHeir","isAliveSpouse","isMarried","isNoble","numDeadRelations","popularity","deadOrAlive"
"Gormon Tyrell","Maester","male",NA,"",NA,"Citadel","","","","",1,1,1,1,1,NA,NA,NA,NA,0,1,0,0.153846153846153,"alive"
"Grazdan mo Eraz","","female",NA,"Ghiscari",NA,"Wise Masters","","","","",0,0,1,1,1,NA,NA,NA,NA,0,0,0,0.0234113712374581,"alive"
"Grazdan mo Ullhor","Good Master","male",NA,"Astapori",NA,"Good Masters","","","","",0,0,1,0,0,NA,NA,NA,NA,0,1,0,0.0301003344481605,"dead"
"Grazdar zo Galare","Cupbearer","male",NA,"Ghiscari",NA,"House of Galare","","","","",0,0,0,0,1,NA,NA,NA,NA,0,1,0,0.0100334448160535,"alive"
"Grubbs","","female",NA,"",NA,"Night's Watch","","","","",0,0,1,1,1,NA,NA,NA,NA,0,0,0,0.020066889632107,"dead"
"Gueren","","male",NA,"",NA,"Night's Watch","","","","",1,1,1,1,0,NA,NA,NA,NA,0,0,0,0.0133779264214046,"alive"
"Guncer Sunglass","Sweetport Sound","male",NA,"",NA,"House Sunglass","","","","",0,1,1,0,0,NA,NA,NA,NA,0,1,0,0.040133779264214,"dead"
"Gulian Swann","Stonehelm","male",46,"",259,"House Swann","","","","",0,1,1,0,0,NA,NA,NA,NA,0,1,0,0.0334448160535117,"alive"
"Guthor Grimm","Lord of Greyshield","male",NA,"",NA,"House Grimm","","","","",0,0,0,1,1,NA,NA,NA,NA,0,1,0,0.0167224080267558,"alive"
"Gunthor Hightower","Ser","female",NA,"",NA,"House Hightower","","","","Jeyne Fossoway",0,0,0,1,0,NA,NA,NA,1,1,1,0,0.0535117056856187,"alive"
"Gyldayn","Archmaester","male",NA,"",NA,"The Citadel","","","","",0,0,0,0,0,NA,NA,NA,NA,0,1,0,0.157190635451505,"alive"
"Gwayne Hightower","Ser","male",42,"",88,"House Hightower","","","","",0,0,0,0,0,NA,NA,NA,NA,0,1,0,0.0501672240802675,"dead"
"Hairy Hal","","female",NA,"",NA,"Night's Watch","","","","",0,0,1,1,1,NA,NA,NA,NA,0,0,0,0.0334448160535117,"dead"
"Hake","","male",NA,"",NA,"Night's Watch","","","","",1,1,1,0,0,NA,NA,NA,NA,0,0,0,0.0267558528428093,"dead"
"Halder","","male",24,"",281,"Night's Watch","","","","",1,1,1,1,1,NA,NA,NA,NA,0,0,0,0.060200668896321,"alive"
"Hallis Mollen","Winterfell","male",NA,"Northmen",NA,"House Mollen","","","","",1,1,1,1,0,NA,NA,NA,NA,0,1,0,0.0702341137123745,"alive"
"Halmon Paege","Ser","male",NA,"",NA,"House Paege","","","","",0,1,1,1,1,NA,NA,NA,NA,0,1,0,0.0167224080267558,"alive"
"Harbert","Ser","male",NA,"",NA,"House Baratheon","","","","",0,1,0,0,0,NA,NA,NA,NA,0,1,0,0.0234113712374581,"alive"
"Harlan Hunter","Ser","male",NA,"",NA,"House Hunter","","","","",1,0,0,1,1,NA,NA,NA,NA,0,1,0,0.0267558528428093,"alive"
"Harlen Tyrell","High Steward of Highgarden","male",NA,"Reach",NA,"House Tyrell","","","","",1,0,0,0,0,NA,NA,NA,NA,0,1,0,0.0635451505016722,"dead"
"Harmond Umber","Last Hearth","female",NA,"Northmen",NA,"House Umber","","","","",1,0,0,0,0,NA,NA,NA,NA,0,1,0,0.0167224080267558,"alive"
"Harmune","Maester","male",NA,"",NA,"Night's Watch","","","","",0,0,1,1,1,NA,NA,NA,NA,0,1,0,0.0434782608695652,"alive"
"Harrold Westerling","Ser","male",NA,"Westermen",NA,"House Westerling","","","","",0,0,0,0,0,NA,NA,NA,NA,0,1,0,0.270903010033444,"dead"
"Harwood Fell","Felwood","male",NA,"",NA,"House Fell","","","","",0,0,0,1,1,NA,NA,NA,NA,0,1,0,0.0301003344481605,"dead"
"Harwin Strong","Ser","male",30,"",90,"House Strong","","","","",0,0,0,0,0,NA,NA,NA,NA,0,1,0,0.0869565217391304,"dead"
"Harwood Stout","Goldgrass","male",NA,"Northmen",NA,"House Stout","","","","",0,0,0,1,1,NA,NA,NA,NA,0,1,0,0.0535117056856187,"alive"
"Harys Haigh","Ser","male",51,"",254,"House Haigh","","","","",0,1,1,1,0,NA,NA,NA,NA,0,1,0,0.0903010033444816,"alive"
"Helman Tallhart","Ser","male",NA,"Northmen",NA,"House Tallhart","","","","",1,1,1,1,1,NA,NA,NA,NA,0,1,0,0.130434782608695,"dead"
"Lord Commander Hoare","Lord Commander of the Night's Watch","male",NA,"",NA,"House Hoare","","","","",1,0,0,0,0,NA,NA,NA,NA,0,1,0,0.060200668896321,"alive"
"Hobber Redwyne","Ser","male",NA,"Reach",NA,"House Redwyne","","","","",1,1,1,1,1,NA,NA,NA,NA,0,1,0,0.214046822742474,"alive"
"Hoarfrost Umber","Last Hearth","male",NA,"Northmen",NA,"House Umber","","","","",0,0,0,0,1,NA,NA,NA,NA,0,1,0,0.020066889632107,"alive"
"Hosman Norcross","Ser","male",NA,"",NA,"House Norcross","","","","Delena Florent",0,1,1,1,0,NA,NA,NA,1,1,1,0,0.0769230769230769,"alive"
"Hoster Frey","","male",18,"",287,"House Frey","","","","",0,1,1,1,0,NA,NA,NA,NA,0,0,0,0.0903010033444816,"alive"
"Horas Redwyne","Ser","male",NA,"Reach",NA,"House Redwyne","","","","",1,1,1,1,1,NA,NA,NA,NA,0,1,0,0.217391304347826,"alive"
"Hubard Rambton","Ser","male",NA,"",NA,"House Rambton","","","","",0,1,1,0,0,NA,NA,NA,NA,0,1,0,0.020066889632107,"dead"
"Horton Redfort","Redfort","male",NA,"Valemen",NA,"House Redfort","","","","",0,0,1,1,1,NA,NA,NA,NA,0,1,0,0.0468227424749163,"alive"
"Hotho Harlaw","Tower of Glimmering","male",NA,"Ironborn",NA,"House Harlaw of the Tower of Glimmering","","","","",0,0,0,1,1,NA,NA,NA,NA,0,1,0,0.0769230769230769,"alive"
"Hugo Wull","Big BucketThe Wull","male",NA,"Northern mountain clans",NA,"House Wull","","","","",0,0,0,1,1,NA,NA,NA,NA,0,1,0,0.0367892976588628,"alive"
"Hugor of the Hill","King of the Andals","male",NA,"Andals",NA,"","","","","",0,0,0,0,1,NA,NA,NA,NA,0,1,0,0.0501672240802675,"alive"
"Hugo Vance","Ser","male",NA,"",NA,"House Vance of Atranta","","","","",0,0,1,1,0,NA,NA,NA,NA,0,1,0,0.0267558528428093,"alive"
"Hullen","Winterfell","male",NA,"Northmen",NA,"House Stark","","","","",1,1,1,0,1,NA,NA,NA,NA,0,1,0,0.060200668896321,"dead"
"Humfrey Beesbury","Ser","male",NA,"",NA,"House Beesbury","","","","",0,0,0,0,0,NA,NA,NA,NA,0,1,0,0.0267558528428093,"dead"
"Humfrey Hardyng","Ser","male",NA,"",NA,"House Hardyng","","","","",0,0,0,0,0,NA,NA,NA,NA,0,1,0,0.0535117056856187,"dead"
"Humfrey Swyft","Ser","female",NA,"",NA,"House Swyft","","","","",0,0,0,1,1,NA,NA,NA,NA,0,1,0,0.0100334448160535,"alive"
"Humfrey Wagstaff","Ser","female",75,"",230,"House Wagstaff","","","","",0,0,0,1,0,NA,NA,NA,NA,0,1,0,0.0167224080267558,"alive"
"Igon Vyrwel","","female",NA,"",NA,"House Vyrwel","","","","",1,1,1,1,1,NA,NA,NA,NA,0,0,0,0.0267558528428093,"alive"
"Jacks","","female",NA,"northmen",NA,"House Stark","","","","",1,1,1,1,0,NA,NA,NA,NA,0,0,0,0.0334448160535117,"alive"
"Janei Lannister","","female",9,"",296,"House Lannister","","","","",1,1,1,1,1,NA,NA,NA,NA,0,0,0,0.100334448160535,"alive"
"Jammos Frey","Ser","male",39,"",266,"House Frey","","","","Sallei Paege",0,1,1,1,1,NA,NA,NA,1,1,1,0,0.0903010033444816,"alive"
"Janna Tyrell","","female",NA,"",NA,"House Tyrell","","","","Jon Fossoway",1,1,1,1,1,NA,NA,NA,1,1,0,0,0.177257525083612,"alive"
"Jaremy Rykker","First Ranger","male",NA,"",NA,"Night's Watch","","","","",1,1,1,0,1,NA,NA,NA,NA,0,1,0,0.060200668896321,"dead"
"Jarl","","male",NA,"Free Folk",NA,"","","","","",0,0,1,1,1,NA,NA,NA,NA,0,0,0,0.0501672240802675,"dead"
"Jason Lannister","Ser","male",NA,"",NA,"House Lannister","","","","Johanna Lannister",0,0,0,0,0,NA,NA,NA,1,1,1,0,0.0468227424749163,"dead"
"Jasper Arryn","Eyrie","male",NA,"",NA,"House Arryn","","","","",0,0,0,1,0,NA,NA,NA,NA,0,1,1,0.0434782608695652,"alive"
"Jasper Redfort","Ser","female",NA,"Valemen",NA,"House Redfort","","","","",0,0,0,1,1,NA,NA,NA,NA,0,1,0,0.0234113712374581,"alive"
"Jeren","","male",NA,"",NA,"Night's Watch","","","","",1,1,1,1,1,NA,NA,NA,NA,0,0,0,0.020066889632107,"alive"
"Jeyne Arryn","Eyrie","female",NA,"Vale",NA,"House Arryn","","","","",0,0,0,0,0,NA,NA,NA,NA,0,1,0,0.0334448160535117,"dead"
"Jeyne Beesbury","","female",NA,"",NA,"House Beesbury","","","","Rhaegar Frey",0,1,1,1,0,NA,NA,NA,0,1,0,0,0.060200668896321,"alive"
"Jeyne Darry","","male",NA,"Westeros",NA,"House Darry","","","","Cleos Frey",0,0,1,1,0,NA,NA,NA,0,1,0,0,0.0769230769230769,"alive"
"Jeyne Goodbrook","","female",12,"",293,"House Goodbrook","","","","",0,1,1,1,0,NA,NA,NA,NA,0,0,0,0.0635451505016722,"alive"
"Jeyne Rivers","","female",NA,"",NA,"House Frey","","","","",0,1,1,1,1,NA,NA,NA,NA,0,0,0,0.020066889632107,"alive"
"Jeyne Lydden","","female",NA,"",NA,"House Lydden","","","","Stevron Frey",0,1,1,1,0,NA,NA,NA,0,1,0,0,0.100334448160535,"alive"
"Joffrey Lonmouth","Ser","male",15,"",99,"House Lonmouth","","","","",0,0,0,0,0,NA,NA,NA,NA,0,1,0,0.0234113712374581,"dead"
"Joffrey Caswell","Bitterbridge","male",100,"",190,"House Caswell","","","","",0,0,0,0,0,NA,NA,NA,NA,0,1,0,0.0234113712374581,"dead"
"Jon Bettley","Ser","female",NA,"",NA,"House Bettley","","","","",0,0,0,1,1,NA,NA,NA,NA,0,1,0,0.0167224080267558,"alive"
"Jon Brax","","female",9,"",296,"House Brax","","","","",0,1,1,1,0,NA,NA,NA,NA,0,0,0,0.113712374581939,"alive"
"Jon Lynderly","Lord of the Snakewood","female",NA,"",NA,"House Lynderly","","","","",0,0,0,1,1,NA,NA,NA,NA,0,1,0,0.0234113712374581,"alive"
"Jon Myre","","female",NA,"Ironborn",NA,"House Myre","","","","",0,0,1,1,1,NA,NA,NA,NA,0,0,0,0.0234113712374581,"alive"
"Jon Redfort","Ser","female",NA,"Valemen",NA,"House Redfort","","","","",0,0,0,1,1,NA,NA,NA,NA,0,1,0,0.0234113712374581,"alive"
"Jon Wylde","Ser","male",NA,"",NA,"House Wylde","","","","Elyana Vypren",0,1,1,1,0,NA,NA,NA,1,1,1,0,0.160535117056856,"alive"
"Jonos Stark","King in the North","male",NA,"Northmen",NA,"House Stark","","","","",0,1,0,0,0,NA,NA,NA,NA,0,1,0,0.0100334448160535,"alive"
"Jonos Frey","","female",14,"",291,"House Frey","","","","",0,1,1,1,0,NA,NA,NA,NA,0,0,0,0.0535117056856187,"alive"
"Jonnel Stark","Winterfell","male",NA,"",NA,"House Stark","","","","Robyn Ryswell",0,1,0,0,0,NA,NA,NA,1,1,1,0,0.127090301003344,"alive"
"Joramun","King-Beyond-the-Wall","male",NA,"Free Folk",NA,"","","","","",0,1,1,0,0,NA,NA,NA,NA,0,1,0,0.0635451505016722,"alive"
"Jorah Stark","King in the North","male",NA,"Northmen",NA,"House Stark","","","","",0,1,0,0,0,NA,NA,NA,NA,0,1,0,0.0100334448160535,"alive"
"Jonothor Darry","Ser","male",NA,"",NA,"House Darry","","","","",0,0,1,1,0,NA,NA,NA,NA,0,1,1,0.0468227424749163,"dead"
"Jorelle Mormont","","female",27,"Northmen",278,"House Mormont","","","","",0,0,0,1,1,NA,NA,NA,NA,0,0,0,0.040133779264214,"alive"
"Jyana","","female",NA,"Crannogmen",NA,"House Reed","","","","Howland Reed",0,0,0,1,1,NA,NA,NA,1,1,0,0,0.020066889632107,"alive"
"Joy Hill","","female",17,"",288,"House Lannister","","","","",1,1,1,1,1,NA,NA,NA,NA,0,0,0,0.103678929765886,"alive"
"Jyanna Frey","","female",NA,"",NA,"House Frey","","","","Benfrey Frey",0,1,1,1,0,NA,NA,NA,0,1,0,0,0.0501672240802675,"alive"
"Kaeth","Grand Maester","male",82,"",175,"","","","","",0,0,1,1,0,NA,NA,NA,NA,0,1,0,0.260869565217391,"dead"
"Jynessa Blackmont","","female",NA,"Dornish",NA,"House Blackmont","","","","",0,0,1,1,0,NA,NA,NA,NA,0,0,0,0.020066889632107,"alive"
"Karlon Stark","Karl's Hold","male",NA,"Northmen",NA,"House Stark","","","","",0,0,1,0,0,NA,NA,NA,NA,0,1,0,0.0167224080267558,"alive"
"Kedge Whiteye","","male",54,"",251,"Night's Watch","","","","",0,1,1,1,1,NA,NA,NA,NA,0,0,0,0.0367892976588628,"alive"
"Kennos of Kayce","Ser","male",NA,"",NA,"House Kenning of Kayce","","","","",0,0,1,1,1,NA,NA,NA,NA,0,1,0,0.0334448160535117,"alive"
"Kezmya","Cupbearer","female",NA,"Ghiscari",NA,"House of Pahl","","","","",0,0,0,0,1,NA,NA,NA,NA,0,1,0,0.0167224080267558,"alive"
"Kyra","","male",20,"",280,"House Stark","","","","",1,1,0,1,1,NA,NA,NA,NA,0,0,0,0.0535117056856187,"dead"
"Kyra Frey","","female",43,"",262,"House Frey","","","","Garse Goodbrook",0,1,1,1,0,NA,NA,NA,1,1,0,0,0.0668896321070234,"alive"
"Lambert Turnberry","Ser","male",NA,"",NA,"House Turnberry","","","","",0,0,0,1,1,NA,NA,NA,NA,0,1,0,0.0167224080267558,"alive"
"Lark","","male",NA,"Sistermen",NA,"Night's Watch","","","","",0,1,1,0,0,NA,NA,NA,NA,0,0,0,0.040133779264214,"dead"
"Larence Snow","","male",19,"Northmen",286,"House Hornwood","","","","",0,1,1,1,0,NA,NA,NA,NA,0,0,0,0.060200668896321,"alive"
"Larra Blackmont","Blackmont","female",NA,"Dornish",NA,"House Blackmont","","","","",0,0,1,1,1,NA,NA,NA,NA,0,1,0,0.0267558528428093,"alive"
"Lanna Lannister","","female",NA,"",NA,"House Lannister","","","","Antario Jast",0,0,1,1,1,NA,NA,NA,1,1,0,0,0.0735785953177257,"alive"
"Leathers","Master-at-Arms","male",46,"Wildling",259,"Night's Watch","","","","",0,0,0,0,1,NA,NA,NA,NA,0,1,0,0.0501672240802675,"alive"
"Left Hand Lew","","male",NA,"",NA,"Night's Watch","","","","",0,0,1,1,1,NA,NA,NA,NA,0,0,0,0.0167224080267558,"alive"
"Leo Lefford","Golden Tooth","male",NA,"",NA,"House Lefford","","","","",1,1,1,1,1,NA,NA,NA,NA,0,1,0,0.0568561872909698,"dead"
"Leo Blackbar","Ser","male",NA,"",NA,"House Blackbar","","","","Olene Tyrell",0,0,1,1,0,NA,NA,NA,1,1,1,0,0.127090301003344,"alive"
"Leona Woolfield","","female",NA,"",NA,"House Woolfield","","","","Wylis Manderly",0,0,0,1,1,NA,NA,NA,1,1,0,0,0.0468227424749163,"alive"
"Leonette Fossoway","Lady","female",NA,"",NA,"House Fossoway","","","","Garlan Tyrell",0,0,1,1,1,NA,NA,NA,1,1,1,0,0.17391304347826,"alive"
"Leonella Lefford","","female",NA,"",NA,"House Lefford","","","","Lothar Frey",0,1,1,1,0,NA,NA,NA,1,1,0,0,0.0802675585284281,"alive"
"Lester Morrigen","Lord of Crows Nest","female",NA,"",NA,"House Morrigen","","","","",0,0,1,1,1,NA,NA,NA,NA,0,1,0,0.0234113712374581,"alive"
"Lewys the Fishwife","","female",NA,"",NA,"House Baratheon of Dragonstone","","","","",0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,"alive"
"Lewys Lydden","Lord of the Deep Den","female",NA,"",NA,"House Lydden","","","","",1,1,1,1,1,NA,NA,NA,NA,0,1,0,0.0367892976588628,"alive"
"Leslyn Haigh","Ser","female",NA,"",NA,"House Haigh","","","","Perriane Frey",0,1,1,1,1,NA,NA,NA,1,1,1,0,0.0869565217391304,"alive"
"Lomas Estermont","Ser","female",NA,"Stormlands",NA,"House Estermont","","","","",0,1,1,1,1,NA,NA,NA,NA,0,1,0,0.0334448160535117,"alive"
"Lorent Marbrand","Ser","male",NA,"Westerman",NA,"House Marbrand","","","","",0,0,0,0,0,NA,NA,NA,NA,0,1,0,0.0735785953177257,"dead"
"Loreza Sand","","female",12,"Dorne",293,"House Martell","","","","",0,0,1,1,1,NA,NA,NA,NA,0,0,1,0.107023411371237,"alive"
"Lothar Mallery","Lord","female",NA,"",NA,"House Mallery","","","","",1,0,1,0,0,NA,NA,NA,NA,0,1,0,0.0167224080267558,"dead"
"Lucas Corbray","Ser","female",NA,"",NA,"House Corbray","","","","",0,0,0,1,1,NA,NA,NA,NA,0,1,0,0.0133779264214046,"alive"
"Lucas Codd","","female",NA,"Ironborn",NA,"House Codd","","","","",0,0,0,1,1,NA,NA,NA,NA,0,0,0,0.0234113712374581,"alive"
"Luceon Frey","Septon","male",56,"",249,"Faith of the Seven","","","","",0,1,1,1,1,NA,NA,NA,NA,0,0,0,0.0769230769230769,"alive"
"Lucias Vypren","Lord","male",NA,"",NA,"House Vypren","","","","Lythene Frey",0,1,1,1,1,NA,NA,NA,1,1,1,0,0.163879598662207,"alive"
"Lucos Chyttering","Lord","male",22,"",283,"House Chyttering","","","","",0,0,1,1,0,NA,NA,NA,NA,0,1,0,0.020066889632107,"alive"
"Lucion Lannister","Ser","female",NA,"",NA,"House Lannister","","","","",0,0,1,1,1,NA,NA,NA,NA,0,1,0,0.0668896321070234,"alive"
"Luthor Tyrell","Lord Paramount of the Mander","male",NA,"Reach",NA,"House Tyrell","","","","Olenna Redwyne",0,0,1,0,0,NA,NA,NA,1,1,1,1,0.170568561872909,"alive"
"Lyanna Mormont","","male",15,"Northmen",290,"House Mormont","","","","",0,0,0,1,1,NA,NA,NA,NA,0,0,1,0.0568561872909698,"alive"
"Lyessa Flint","Widow's Watch","female",NA,"Northmen",NA,"House Flint of Widow's Watch","","","","",0,1,1,1,1,NA,NA,NA,NA,0,1,0,0.0367892976588628,"alive"
"Lyman Beesbury","Master of coin","male",81,"",48,"House Beesbury","","","","",0,0,0,0,0,NA,NA,NA,NA,0,1,0,0.260869565217391,"dead"
"Lymond Goodbrook","Lord","male",NA,"",NA,"House Goodbrook","","","","",0,0,1,1,1,NA,NA,NA,NA,0,1,0,0.0267558528428093,"alive"
"Lyman Darry","Lord of Darry","female",9,"",290,"House Darry","","","","",1,1,0,0,0,NA,NA,NA,NA,0,1,0,0.0568561872909698,"dead"
"Lymond Lychester","Castle Lychester","male",NA,"Rivermen",NA,"House Lychester","","","","",0,0,1,1,0,NA,NA,NA,NA,0,1,0,0.0234113712374581,"alive"
"Lymond Vikary","Ser","male",NA,"",NA,"House Vikary","","","","",0,1,1,1,1,NA,NA,NA,NA,0,1,0,0.0267558528428093,"alive"
"Lyonel Selmy","Ser","male",NA,"",NA,"House Selmy","","","","",0,0,1,0,0,NA,NA,NA,NA,0,1,0,0.0167224080267558,"alive"
"Aggo","","female",NA,"Dothraki",NA,"House Targaryen","","","","",1,1,1,1,1,NA,NA,NA,NA,0,0,0,0.133779264214046,"alive"
"Alys Karstark","","female",21,"Northmen",284,"House Karstark","","","","Sigorn",0,0,1,1,1,NA,NA,NA,1,1,0,0,0.157190635451505,"alive"
"Cleos Frey","Ser","male",41,"",258,"House Frey","","","","Jeyne Darry",1,1,1,1,1,NA,NA,NA,1,1,1,0,0.247491638795986,"dead"
"Dontos Hollard","Ser","male",39,"",261,"House Hollard","","","","",1,1,1,1,0,NA,NA,NA,NA,0,1,0,0.23076923076923,"dead"
"Craster","","male",NA,"Free Folk",NA,"","","","","",0,1,1,1,1,NA,NA,NA,NA,0,0,0,0.170568561872909,"dead"
"Dale Seaworth","Wraith","male",NA,"",NA,"House Seaworth","","","","",0,1,1,1,1,NA,NA,NA,NA,0,1,0,0.0702341137123745,"dead"
"Denys Mallister","Ser","male",60,"",245,"House Mallister","","","","",1,1,1,1,1,NA,NA,NA,NA,0,1,0,0.130434782608695,"alive"
"Edric Storm","","male",18,"",287,"House Baratheon","","","","",1,1,1,1,1,NA,NA,NA,NA,0,0,0,0.284280936454849,"alive"
"Hosteen Frey","Ser","male",56,"",249,"House Frey","","","","Bellena Hawick",1,1,1,1,1,NA,NA,NA,1,1,1,0,0.274247491638795,"alive"
"Lyonel Corbray","Heart's Home","male",45,"",260,"House Corbray","","","","",0,0,0,1,1,NA,NA,NA,NA,0,1,0,0.0802675585284281,"alive"
"Lyonel Frey","Ser","female",46,"",259,"House Frey of Riverrun","","","","Melesa Crakehall",0,1,1,1,1,NA,NA,NA,1,1,1,0,0.0635451505016722,"alive"
"Lyonel Strong","Harrenhal","male",NA,"",NA,"House Strong","","","","1st: unknown2nd: unknown3rd: unknown",0,0,0,0,0,NA,NA,NA,1,1,1,0,0.334448160535117,"dead"
"Lythene Frey","","female",54,"",251,"House Frey","","","","Lucias Vypren",0,1,1,1,1,NA,NA,NA,1,1,0,0,0.160535117056856,"alive"
"Lyra Mormont","","female",28,"Northmen",277,"House Mormont","","","","",0,0,0,1,1,NA,NA,NA,NA,0,0,0,0.040133779264214,"alive"
"Maegelle Frey","","female",56,"",249,"House Frey","","","","Dafyn Vance",0,1,1,1,0,NA,NA,NA,1,1,0,0,0.107023411371237,"alive"
"Mallador Locke","Ser","male",NA,"",NA,"Night's Watch","","","","",0,1,1,0,0,NA,NA,NA,NA,0,1,0,0.0267558528428093,"dead"
"Malwyn Frey","","male",21,"",284,"House Frey","","","","",0,1,1,1,0,NA,NA,NA,NA,0,0,0,0.137123745819397,"alive"
"Manfrey Martell","Ser","female",NA,"Dornishmen",NA,"House Martell","","","","",0,0,0,1,1,NA,NA,NA,NA,0,1,0,0.0234113712374581,"alive"
"Margot Lannister","Starpike","female",NA,"",NA,"House Lannister","","","","Titus Peake",0,0,1,1,1,NA,NA,NA,1,1,1,0,0.020066889632107,"alive"
"Maric Seaworth","Oarmaster","male",NA,"",NA,"House Seaworth","","","","",0,1,1,1,1,NA,NA,NA,NA,0,1,0,0.0635451505016722,"dead"
"Marianne Vance","","female",43,"",262,"House Vance","","","","",0,1,1,1,0,NA,NA,NA,NA,0,0,0,0.103678929765886,"alive"
"Mariya Darry","","female",NA,"",NA,"House Darry","","","","Merrett Frey",0,1,1,1,0,NA,NA,NA,0,1,0,0,0.190635451505016,"alive"
"Marissa Frey","","female",19,"",286,"House Frey","","","","",0,1,1,1,0,NA,NA,NA,NA,0,0,0,0.160535117056856,"alive"
"Maron Martell","Prince of Dorne","male",NA,"Dornish",NA,"House Martell","","","","Daenerys Targaryen",0,0,0,1,1,NA,NA,NA,1,1,1,5,0.0367892976588628,"alive"
"Maron Volmark","Volmark","male",22,"Ironborn",283,"House Volmark","","","","",0,0,1,1,1,NA,NA,NA,NA,0,1,0,0.0434782608695652,"alive"
"Marq Rankenfell","Lord Commander of the Night's Watch","male",NA,"",NA,"Night's Watch","","","","",0,0,1,0,0,NA,NA,NA,NA,0,1,0,0.0501672240802675,"alive"
"Marsella Waynwood","","female",NA,"",NA,"House Waynwood","","","","Stevron Frey",0,1,1,1,0,NA,NA,NA,0,1,0,0,0.0969899665551839,"alive"
"Matarys Targaryen","Prince","male",25,"",184,"House Targaryen","","","","",0,0,0,0,0,NA,NA,NA,NA,0,1,0,0.100334448160535,"dead"
"Martyn Rivers","","female",NA,"",NA,"House Frey","","","","",1,1,1,1,1,NA,NA,NA,NA,0,0,0,0.0301003344481605,"alive"
"Martyn Lannister","","male",20,"",285,"House Lannister","","","","",0,1,1,1,1,NA,NA,NA,NA,0,0,5,0.137123745819397,"alive"
"Marwyn Belmore","Ser","male",NA,"",NA,"House Belmore","","","","",0,1,1,1,0,NA,NA,NA,NA,0,1,0,0.0234113712374581,"alive"
"Mathis Frey","","female",11,"",294,"House Frey","","","","",0,1,1,1,0,NA,NA,NA,NA,0,0,0,0.0836120401337792,"alive"
"Matthar","","male",NA,"",NA,"Night's Watch","","","","",1,1,1,1,1,NA,NA,NA,NA,0,0,0,0.0234113712374581,"alive"
"Mawney","","male",NA,"",NA,"Night's Watch","","","","",0,0,1,1,1,NA,NA,NA,NA,0,0,0,0.0234113712374581,"dead"
"Medgar Tully","Lord Paramount of the Trident","male",NA,"Rivermen",NA,"House Tully","","","","",0,0,0,0,0,NA,NA,NA,NA,0,1,0,0.0167224080267558,"dead"
"Medger Cerwyn","Cerwyn","male",NA,"Northmen",NA,"House Cerwyn","","","","",1,1,0,0,0,NA,NA,NA,NA,0,1,1,0.0635451505016722,"dead"
"Megga Tyrell","","female",19,"",286,"House Tyrell","","","","",0,0,1,1,1,NA,NA,NA,NA,0,0,0,0.153846153846153,"alive"
"Meldred Merlyn","Lord of Pebbleton","female",NA,"Ironborn",NA,"House Merlyn","","","","",0,1,1,1,1,NA,NA,NA,NA,0,1,0,0.0234113712374581,"alive"
"Melesa Crakehall","","female",NA,"",NA,"House Crakehall","","","","Lyonel Frey",0,1,1,1,0,NA,NA,NA,1,1,0,0,0.0501672240802675,"alive"
"Melara Crane","","female",NA,"",NA,"House Crane","","","","Alester Florent",0,1,1,1,0,NA,NA,NA,0,1,0,0,0.0668896321070234,"alive"
"Melessa Florent","","female",NA,"",NA,"House Florent","","","","Randyll Tarly",0,1,1,1,0,NA,NA,NA,1,1,0,0,0.0869565217391304,"alive"
"Mellara Rivers","","female",NA,"",NA,"House Frey","","","","",0,1,1,1,1,NA,NA,NA,NA,0,0,0,0.0167224080267558,"alive"
"Melwyn Sarsfield","Ser","male",NA,"",NA,"House Sarsfield","","","","Shierle Swyft",0,0,1,1,0,NA,NA,NA,1,1,1,0,0.0301003344481605,"alive"
"Melwys Rivers","Maester","female",NA,"",NA,"","","","","",0,1,1,1,1,NA,NA,NA,NA,0,1,0,0.0234113712374581,"alive"
"Meredyth Crane","","female",NA,"",NA,"House Crane","","","","",0,0,1,1,1,NA,NA,NA,NA,0,0,0,0.0301003344481605,"alive"
"Merianne Frey","","female",17,"",288,"House Frey","","","","",0,1,1,1,0,NA,NA,NA,NA,0,0,0,0.0836120401337792,"alive"
"Merlon Crakehall","Ser","male",NA,"",NA,"House Crakehall","","","","",0,0,1,1,0,NA,NA,NA,NA,0,1,0,0.0267558528428093,"alive"
"Mezzara","Cupbearer","male",NA,"Ghiscari",NA,"House of Merreq","","","","",0,0,0,0,1,NA,NA,NA,NA,0,1,0,0.0167224080267558,"alive"
"Mina Tyrell","","female",NA,"",NA,"House Tyrell","","","","Paxter Redwyne",1,1,1,1,1,NA,NA,NA,1,1,0,0,0.163879598662207,"alive"
"Moelle","Septa","female",NA,"",NA,"Faith of the Seven","","","","",0,0,0,1,1,NA,NA,NA,NA,0,0,0,0.0301003344481605,"alive"
"Monterys Velaryon","Lord of the Tides","male",12,"",293,"House Velaryon","","","","",0,0,1,1,0,NA,NA,NA,NA,0,1,0,0.020066889632107,"alive"
"Moredo Prestayn","Tradesman-Captain","male",NA,"Braavosi",NA,"","","","","",0,0,0,1,0,NA,NA,NA,NA,0,1,0,0.0100334448160535,"alive"
